budget,genres,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
"$80,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10715,en,Looney Tunes: Back in Action,16.715631,2003-11-14,68514844,90,Released,Real life has never been so animated.,Looney Tunes: Back in Action,5.6,297
"$80,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",10197,en,Nine,9.357734,2009-12-03,53825515,112,Released,"This Holiday Season, Be Italian",Nine,5.1,165
"$80,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",9562,en,Timeline,11.22268,2003-11-26,19480739,116,Released,They had to travel into the past to save the future,Timeline,5.4,318
"$80,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",9922,en,The Postman,14.564667,1997-12-25,17626234,177,Released,The year is 2013. One man walked in off the horizon and hope came with him.,The Postman,6.1,299
"$90,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",9447,en,Babe: Pig in the City,11.356079,1998-11-25,69131860,92,Released,This little pig went to the city...,Babe: Pig in the City,5.2,305
"$90,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",274854,en,The Last Witch Hunter,52.612025,2015-10-21,146936910,106,Released,Hunt forever.,The Last Witch Hunter,5.7,1316
"$80,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",8870,en,Red Planet,13.800656,2000-11-10,33463969,106,Released,Not A Sound. Not A Warning. Not A Chance. Not Alone.,Red Planet,5.4,267
"$86,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",9992,en,Arthur et les Minimoys,27.097932,2006-12-13,107944236,94,Released,Adventure awaits in your own backyard.,Arthur and the Invisibles,6,639
$0.00,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10751, ""name"": ""Family""}]",36970,en,Oceans,10.706613,2009-10-17,19406406,84,Released,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.,Oceans,7.3,111
"$80,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",10077,en,A Sound of Thunder,7.342892,2005-05-15,5989640,110,Released,Some Rules Should Never Be Broken.,A Sound of Thunder,4.8,111
"$130,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",76649,en,Pompeii,50.561849,2014-02-18,117831631,105,Released,No warning. No escape.,Pompeii,5.2,1267
"$8,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}]",293644,es,Don Gato: El inicio de la pandilla,0.719996,2015-10-30,0,89,Released,,Top Cat Begins,5.3,9
"$60,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",453,en,A Beautiful Mind,59.248437,2001-12-11,313542341,135,Released,I need to believe that something extra ordinary is possible...,A Beautiful Mind,7.7,3009
"$45,000,000.00","[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",8587,en,The Lion King,90.457886,1994-06-23,788241776,89,Released,Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,8,5376
"$79,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",72545,en,Journey 2: The Mysterious Island,40.723459,2012-01-19,355692760,94,Released,Believe the Impossible. Discover the Incredible.,Journey 2: The Mysterious Island,5.8,1030
"$78,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",109451,en,Cloudy with a Chance of Meatballs 2,41.247402,2013-09-26,248384621,95,Released,Something big was leftover.,Cloudy with a Chance of Meatballs 2,6.4,915
"$78,000,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",9533,en,Red Dragon,10.083905,2002-09-29,209196298,124,Released,Before the Silence.,Red Dragon,6.7,1115
"$100,000,000.00","[{""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]",2023,en,Hidalgo,16.759252,2004-03-05,108103450,136,Released,Unbridled. Unbroken. Unbeaten.,Hidalgo,6.5,318
"$79,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",71880,en,Jack and Jill,22.132418,2011-11-11,149673788,91,Released,His twin sister is coming for the holidays... ...and it ain't pretty.,Jack and Jill,4.1,604
"$76,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",584,en,2 Fast 2 Furious,10.520961,2003-06-05,236350661,107,Released,How Fast Do You Want It?,2 Fast 2 Furious,6.2,2028
"$64,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}]",309809,en,The Little Prince,35.384423,2015-07-29,97571250,92,Released,Growing up isn't the problem... forgetting is.,The Little Prince,7.6,756
"$80,000,000.00","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",4858,en,The Invasion,15.673154,2007-08-17,15071514,99,Released,Do not trust anyone. Do not show emotion. Do not fall asleep.,The Invasion,5.7,359
"$76,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",17711,en,The Adventures of Rocky & Bullwinkle,8.981427,2000-06-30,35134820,88,Released,This summer it's not the same old bull.,The Adventures of Rocky & Bullwinkle,3.9,87
"$75,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",328111,en,The Secret Life of Pets,31.482872,2016-06-18,875958308,87,Released,Think this is what they do all day?,The Secret Life of Pets,5.9,3462
"$78,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",8698,en,The League of Extraordinary Gentlemen,47.436675,2003-07-11,179265204,110,Released,The power of seven become a league of one.,The League of Extraordinary Gentlemen,5.7,1155
"$76,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",93456,en,Despicable Me 2,136.886704,2013-06-25,970761885,98,Released,Back 2 Work,Despicable Me 2,7,4637
"$75,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",602,en,Independence Day,60.442593,1996-06-25,816969268,145,Released,Earth. Take a good look. It might be your last.,Independence Day,6.7,3260
"$73,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",330,en,The Lost World: Jurassic Park,2.502487,1997-05-23,229074524,129,Released,Something has survived.,The Lost World: Jurassic Park,6.2,2487
"$75,000,000.00","[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",953,en,Madagascar,48.110909,2005-05-25,532680671,86,Released,Someone's got a zoo loose.,Madagascar,6.6,3237
"$76,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",9693,en,Children of Men,35.387874,2006-09-22,69959751,109,Released,The future's a thing of the past.,Children of Men,7.4,2071
"$75,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",36657,en,X-Men,4.66891,2000-07-13,296339527,104,Released,Evolution Begins,X-Men,6.8,4097
"$75,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",8909,en,Wanted,73.82289,2008-06-19,258270008,110,Released,Choose your destiny.,Wanted,6.4,2528
"$75,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",9802,en,The Rock,51.469576,1996-06-06,335062621,136,Released,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.,The Rock,6.9,1456
"$80,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",950,en,Ice Age: The Meltdown,85.115058,2006-03-23,660940780,91,Released,The Ice age is melting away.,Ice Age: The Meltdown,6.5,2951
"$75,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1824,en,50 First Dates,61.437586,2004-02-13,196482882,99,Released,Imagine having to win over the girl of your dreams... every friggin' day.,50 First Dates,6.6,2105
"$50,000,000.00","[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2976,en,Hairspray,31.160542,2007-07-13,90450008,117,Released,"When you follow your own beat, the world will follow you.",Hairspray,6.5,709
"$80,000,000.00","[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",11026,en,Exorcist: The Beginning,15.761384,2004-08-20,78000586,114,Released,Go back to where the horror began.,Exorcist: The Beginning,4.7,183
"$75,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",332,en,Inspector Gadget,17.561955,1999-07-23,0,78,Released,The greatest hero ever assembled.,Inspector Gadget,4.3,318
"$75,000,000.00","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",75656,en,Now You See Me,71.124686,2013-05-29,117698894,115,Released,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,Now You See Me,7.3,5487
"$80,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",38365,en,Grown Ups,38.864027,2010-06-24,271430189,102,Released,Boys will be boys. . . some longer than others.,Grown Ups,6,1705
"$60,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",594,en,The Terminal,57.753914,2004-06-17,219417255,128,Released,Life is waiting.,The Terminal,7,1910
"$35,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",15189,en,Hotel for Dogs,13.25753,2009-01-16,73034460,100,Released,No stray gets turned away.,Hotel for Dogs,5.7,202
"$75,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",11678,en,Vertical Limit,13.318744,2000-12-08,215663859,124,Released,The Mountain Will Decide.,Vertical Limit,5.9,283
"$75,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",6538,en,Charlie Wilson's War,18.70031,2007-12-19,119000410,102,Released,Based on a true story. You think we could make all this up?,Charlie Wilson's War,6.5,338
"$75,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",10555,en,Shark Tale,47.094369,2004-09-20,367275019,90,Released,The story of what happens when one little fish tells a great white lie...,Shark Tale,5.8,1557
"$70,000,000.00","[{""id"": 18, ""name"": ""Drama""}]",1125,en,Dreamgirls,14.486311,2006-12-25,154937680,134,Released,One Dream Will Change Everything,Dreamgirls,6.6,284
"$53,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",4551,en,Be Cool,18.61472,2005-03-04,95226116,118,Released,Everyone is looking for the next big hit,Be Cool,5.4,292
"$70,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",612,en,Munich,29.035222,2005-12-22,130358911,164,Released,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,Munich,6.9,696
"$70,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",9567,en,Tears of the Sun,27.055085,2003-03-07,85632458,121,Released,He was trained to follow orders. He became a hero by defying them.,Tears of the Sun,6.4,573
"$75,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",37821,en,Killers,23.004607,2010-06-04,98159963,100,Released,Perfect wife. Perfect target.,Killers,5.7,772
"$75,000,000.00","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",203801,en,The Man from U.N.C.L.E.,48.744209,2015-08-13,108145109,116,Released,Saving the world never goes out of style.,The Man from U.N.C.L.E.,7.1,2265
"$80,000,000.00","[{""id"": 35, ""name"": ""Comedy""}]",2539,en,Spanglish,14.209329,2004-12-17,55041367,130,Released,Every family has a hero.,Spanglish,5.8,369
"$75,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",9297,en,Monster House,36.368839,2006-07-21,140175006,91,Released,The House is . . . ALIVE!,Monster House,6.3,874
"$75,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",3172,en,Bandits,24.353302,2001-10-12,67631903,123,Released,"Two's company, three's a crime.",Bandits,6.2,302
"$55,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",6520,en,First Knight,19.143321,1995-07-07,127600435,134,Released,Their greatest battle would be for her love.,First Knight,5.9,311
"$75,000,000.00","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",1439,en,Anna and the King,13.327372,1999-12-16,0,148,Released,,Anna and the King,6.4,197
"$75,000,000.00","[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",37958,en,Immortals,37.917002,2011-11-10,226904017,110,Released,The Gods need a hero.,Immortals,5.7,880
"$52,000,000.00","[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",2026,en,Hostage,23.663713,2005-03-09,77944725,113,Released,Every Second Counts,Hostage,6.2,512
"$75,000,000.00","[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",7450,en,Titan A.E.,14.44381,2000-06-16,36754634,94,Released,"When Earth Ends, The Adventure Begins.",Titan A.E.,6.3,313
"$75,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",11375,en,Hollywood Homicide,10.605084,2003-06-09,51142659,116,Released,,Hollywood Homicide,5,166
"$75,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 878, ""name"": ""Science Fiction""}]",9425,en,Soldier,11.873856,1998-10-23,14567883,99,Released,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",Soldier,6.1,221
$0.00,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",25769,en,Carriers,12.708963,2009-09-04,5802422,84,Released,"The rules are simple. You break them, you die...",Carriers,5.8,282
"$75,000,000.00","[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",23685,en,Monkeybone,8.098369,2001-02-23,5409517,93,Released,"If It Yells, If It Swings, It's Got To Be Monkeybone!",Monkeybone,4.3,78
"$45,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11866,en,Flight of the Phoenix,20.374308,2004-12-17,21009180,113,Released,"Out of the ashes, hope will rise.",Flight of the Phoenix,5.7,276
"$75,000,000.00","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",9741,en,Unbreakable,42.006908,2000-11-13,248118121,106,Released,Some things are only revealed by accident.,Unbreakable,6.9,1946
"$74,000,000.00","[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",211672,en,Minions,875.581305,2015-06-17,1156730962,91,Released,"Before Gru, they had a history of bad bosses",Minions,6.4,4571
"$82,000,000.00","[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",23629,en,Sucker Punch,39.127082,2011-03-24,89792502,110,Released,You will be unprepared,Sucker Punch,5.9,1623
"$73,000,000.00","[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",8688,en,Snake Eyes,20.790703,1998-08-07,103891409,98,Released,Believe everything except your eyes.,Snake Eyes,5.8,327
"$75,000,000.00","[{""id"": 878, ""name"": ""Science Fiction""}]",10153,en,Sphere,18.65988,1998-02-13,13100000,134,Released,"A thousand feet beneath the sea, the blackest holes are in the mind...",Sphere,5.8,476
"$73,000,000.00","[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",153518,en,The Angry Birds Movie,45.720894,2016-05-11,349779543,97,Released,Why so angry?,The Angry Birds Movie,5.9,1022
